transaction_date,transaction_year,ticker,asset_description,type,amount_low,amount_high,amount_avg,representative,district,state,cap_gains_over_200_usd,industry,sector,party,ticker_price,qqq_price
8/20/20,2020,ATVI,"Activision Blizzard, Inc",purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,Computer Software: Prepackaged Software,Technology,Republican,83.995,279.929993
8/20/20,2020,QCOM,QUALCOMM Incorporated,purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,83.995,279.929993
8/18/20,2020,RXT,"Rackspace Technology, Inc.",purchase,15001,50000,32501,Brian Mast,FL18,FL,FALSE,EDP Services,Technology,Republican,18.89,277.970001
8/17/20,2020,TXN,Texas Instruments Incorporated,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,138.28,275.320007
8/12/20,2020,CCMP,Cabot Microelectronics Corporation,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Semiconductors,Technology,Democrat,168.97,271.859985
8/12/20,2020,VIAV,Viavi Solutions Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Semiconductors,Technology,Democrat,168.97,271.859985
8/11/20,2020,VSAT,"ViaSat, Inc.",purchase,15001,50000,32501,Greg Gianforte,MT00,MT,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,41.9,265.190002
8/11/20,2020,VSAT,"ViaSat, Inc.",purchase,1001,15000,8001,Greg Gianforte,MT00,MT,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,41.9,265.190002
8/10/20,2020,FB,"Facebook, Inc. - Class A",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,263,270.309998
8/10/20,2020,NTAP,"NetApp, Inc.",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Electronic Components,Technology,Democrat,263,270.309998
8/10/20,2020,VSAT,"ViaSat, Inc.",purchase,15001,50000,32501,Greg Gianforte,MT00,MT,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,263,270.309998
8/10/20,2020,VSAT,"ViaSat, Inc.",purchase,1001,15000,8001,Greg Gianforte,MT00,MT,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,263,270.309998
8/10/20,2020,CCMP,Cabot Microelectronics Corporation,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,263,270.309998
8/4/20,2020,FB,"Facebook, Inc. - Class A",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,249.83,270.380005
8/3/20,2020,AMD,"Advanced Micro Devices, Inc.",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,77.67,269.380005
8/3/20,2020,LDOS,"Leidos Holdings, Inc.",purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,77.67,269.380005
7/31/20,2020,INTU,Intuit Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,306.37,265.790009
7/30/20,2020,INTU,Intuit Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,303.94,261.130005
7/29/20,2020,NLOK,NortonLifeLock Inc.,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,21.18,259.769989
7/28/20,2020,OLED,Universal Display Corporation,purchase,1001,,1001,Alan S. Lowenthal,CA47,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,164.46,256.809998
7/28/20,2020,OLED,Universal Display Corporation,purchase,1001,15000,8001,Alan S. Lowenthal,CA47,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,164.46,256.809998
7/28/20,2020,CSCO,"Cisco Systems, Inc.",purchase,15001,50000,32501,Carol Devine Miller,WV03,WV,FALSE,Computer Communications Equipment,Technology,Republican,164.46,256.809998
7/27/20,2020,OLED,Universal Display Corporation,purchase,1001,,1001,Alan S. Lowenthal,CA47,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,170.41,260.119995
7/27/20,2020,OLED,Universal Display Corporation,purchase,1001,15000,8001,Alan S. Lowenthal,CA47,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,170.41,260.119995
7/27/20,2020,INTC,Intel Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,170.41,260.119995
7/27/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,170.41,260.119995
7/27/20,2020,CRM,Salesforce.com Inc,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,170.41,260.119995
7/27/20,2020,TXN,Texas Instruments Incorporated,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,170.41,260.119995
7/24/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Ed Perlmutter,CO07,CO,FALSE,Computer Manufacturing,Technology,Democrat,370.46,255.559998
7/24/20,2020,INTC,Intel Corporation,purchase,1001,15000,8001,Earl Blumenauer,OR03,OR,FALSE,Semiconductors,Technology,Democrat,370.46,255.559998
7/22/20,2020,CDAY,Ceridian HCM Holding Inc.,purchase,15001,50000,32501,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,80.71,264.929993
7/22/20,2020,IR,Ingersoll Rand Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,80.71,264.929993
7/21/20,2020,CDAY,Ceridian HCM Holding Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,80.57,264
7/21/20,2020,IR,Ingersoll Rand Inc.,purchase,15001,50000,32501,Gilbert Cisneros,CA39,CA,FALSE,Industrial Machinery/Components,Technology,Democrat,80.57,264
7/15/20,2020,INTC,Intel Corporation,purchase,1001,15000,8001,Lois Frankel,FL21,FL,FALSE,Semiconductors,Technology,Democrat,59.03,260.899994
7/1/20,2020,AAPL,Apple Inc.,purchase,15001,50000,32501,K. Michael Conaway,TX11,TX,FALSE,Computer Manufacturing,Technology,Republican,364.11,250.490005
6/30/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Suzan K. DelBene,WA01,WA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,203.48,247.600006
6/26/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Manufacturing,Technology,Democrat,353.63,240.220001
6/24/20,2020,WK,Workiva Inc. Class A,purchase,100001,250000,175001,Greg Gianforte,MT00,MT,FALSE,Computer Software: Prepackaged Software,Technology,Republican,52.74,243.710007
6/24/20,2020,FB,Facebook Inc - Class A,purchase,1001,15000,8001,Cynthia Axne,IA03,IA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,52.74,243.710007
6/24/20,2020,EPAY,Bottomline Tech Del Inc,purchase,1001,15000,8001,David P. Roe,TN01,TN,FALSE,EDP Services,Technology,Republican,52.74,243.710007
6/24/20,2020,VRNT,Verint Systems Inc,purchase,1001,15000,8001,David P. Roe,TN01,TN,FALSE,EDP Services,Technology,Republican,52.74,243.710007
6/24/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,1001,15000,8001,John A. Yarmuth,KY03,KY,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,52.74,243.710007
6/24/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,John A. Yarmuth,KY03,KY,FALSE,Computer Manufacturing,Technology,Republican,52.74,243.710007
6/24/20,2020,ASML,ASML Holding N.V. - New York Registry Shares,purchase,1001,15000,8001,"Donald S. Beyer, Jr.",VA08,VA,FALSE,Industrial Machinery/Components,Technology,Democrat,52.74,243.710007
6/23/20,2020,MSFT,Microsoft Corp GLB,purchase,1001,15000,8001,David P. Roe,TN01,TN,FALSE,Computer Software: Prepackaged Software,Technology,Republican,201.91,248.839996
6/22/20,2020,MSI,"Motorola Solutions, Inc.",purchase,1001,15000,8001,Robert J. Wittman,VA01,VA,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,141.13,246.740005
6/18/20,2020,CRM,Salesforce.com Inc,purchase,1000001,5000000,3000001,Nancy Pelosi,CA12,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,187.66,244.279999
6/17/20,2020,INTC,Intel Corporation,purchase,1001,15000,8001,Lois Frankel,FL21,FL,FALSE,Semiconductors,Technology,Democrat,60.49,243.619995
6/16/20,2020,CSCO,"Cisco Systems, Inc.",purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Computer Communications Equipment,Technology,Democrat,46.48,242.850006
6/16/20,2020,QCOM,QUALCOMM Incorporated,purchase,1001,15000,8001,Zoe Lofgren,CA19,CA,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Democrat,46.48,242.850006
6/11/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,186.27,234.020004
6/11/20,2020,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Lloyd Doggett,TX35,TX,FALSE,Computer Manufacturing,Technology,Democrat,186.27,234.020004
6/10/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Ed Perlmutter,CO07,CO,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,196.84,246.220001
6/10/20,2020,SEDG,"SolarEdge Technologies, Inc.",purchase,1001,15000,8001,Lois Frankel,FL21,FL,FALSE,Semiconductors,Technology,Democrat,196.84,246.220001
6/9/20,2020,FLT,"FleetCor Technologies, Inc.",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,EDP Services,Technology,Democrat,276.61,243.300003
6/5/20,2020,LYFT,"Lyft, Inc. - Class A",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,EDP Services,Technology,Democrat,38.61,239.690002
6/5/20,2020,SABR,Sabre Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,38.61,239.690002
6/4/20,2020,CRM,Salesforce.com Inc,purchase,1001,15000,8001,Alan S. Lowenthal,CA47,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,171.44,235.029999
6/4/20,2020,CRM,Salesforce.com Inc,purchase,15001,50000,32501,Alan S. Lowenthal,CA47,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,171.44,235.029999
6/4/20,2020,CRM,Salesforce.com Inc,purchase,1001,15000,8001,Alan S. Lowenthal,CA47,CA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,171.44,235.029999
6/4/20,2020,SABR,Sabre Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,171.44,235.029999
6/3/20,2020,NVDA,Nivida,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Semiconductors,Technology,Democrat,350.78,236.690002
6/3/20,2020,ADBE,Adobe,purchase,1001,15000,8001,Kurt Schrader,OR05,OR,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,350.78,236.690002
6/3/20,2020,SABR,Sabre Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,350.78,236.690002
6/2/20,2020,HPQ,HP Inc.,purchase,1001,15000,8001,Earl Blumenauer,OR03,OR,FALSE,Computer Manufacturing,Technology,Democrat,15.79,235.630005
5/28/20,2020,CRM,Salesforce.com Inc,purchase,1001,15000,8001,William R. Timmons,SC04,SC,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,181.1,229.990005
5/27/20,2020,INTC,Intel Corporation,purchase,1001,15000,8001,Lois Frankel,FL21,FL,FALSE,Semiconductors,Technology,Democrat,63.56,230.289993
5/22/20,2020,FB,"Facebook, Inc. - Class A",purchase,1001,15000,8001,James R. Langevin,RI02,RI,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,234.91,229.660004
5/19/20,2020,AAPL,Apple Inc.,purchase,15001,50000,32501,K. Michael Conaway,TX11,TX,FALSE,Computer Manufacturing,Technology,Republican,313.14,226.860001
5/18/20,2020,TXN,Texas Instruments Incorporated,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,114.42,227.429993
5/15/20,2020,VIAV,Viavi Solutions Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Semiconductors,Technology,Democrat,10.72,223.270004
5/13/20,2020,FB,"Facebook, Inc. - Class A",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,205.1,219.339996
5/11/20,2020,VIAV,Viavi Solutions Inc.,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Semiconductors,Technology,Democrat,11.87,226.869995
5/8/20,2020,FEYE,"FireEye, Inc.",purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer peripheral equipment,Technology,Democrat,12.18,224.860001
5/8/20,2020,WDAY,"Workday, Inc. - Class A",purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,12.18,224.860001
5/7/20,2020,JKHY,"Jack Henry & Associates, Inc.",purchase,100001,250000,175001,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,183.81,221.820007
5/7/20,2020,VIAV,Viavi Solutions Inc.,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,183.81,221.820007
5/5/20,2020,VIAV,Viavi Solutions Inc.,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,12.13,217.660004
5/4/20,2020,AMD,"Advanced Micro Devices, Inc.",purchase,1001,15000,8001,Roger W. Marshall,KS01,KS,FALSE,Semiconductors,Technology,Republican,52.56,215.220001
4/30/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,1346.369,218.910004
4/30/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,1346.369,218.910004
4/30/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,Computer Manufacturing,Technology,Republican,1346.369,218.910004
4/30/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,David B. McKinley,WV01,WV,FALSE,Computer Manufacturing,Technology,Republican,1346.369,218.910004
4/30/20,2020,FB,"Facebook, Inc. - Class A",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,1346.369,218.910004
4/29/20,2020,CACI,"CaCI International, Inc. Class A",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,255.2,219
4/29/20,2020,IBM,International Business Machines Corporation,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,Computer Manufacturing,Technology,Democrat,255.2,219
4/28/20,2020,WDC,Western Digital Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Electronic Components,Technology,Democrat,44.7,211.5
4/27/20,2020,RHI,Robert Half International Inc.,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Professional Services,Technology,Democrat,45.51,215.559998
4/27/20,2020,ASGN,ASGN Incorporated,purchase,1001,15000,8001,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,45.51,215.559998
4/24/20,2020,ASGN,ASGN Incorporated,purchase,50001,100000,75001,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,39.29,213.839996
4/23/20,2020,SNAP,Snap Inc. Class A,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,16.06,210.520004
4/17/20,2020,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Semiconductors,Technology,Democrat,53.69,215.289993
4/15/20,2020,AAPL,Apple Inc.,purchase,15001,50000,32501,K. Michael Conaway,TX11,TX,FALSE,Computer Manufacturing,Technology,Republican,284.43,209.429993
4/15/20,2020,AAPL,Apple Inc.,purchase,50001,100000,75001,K. Michael Conaway,TX11,TX,FALSE,Computer Manufacturing,Technology,Republican,284.43,209.429993
4/15/20,2020,VSAT,"ViaSat, Inc.",purchase,1001,15000,8001,Susan A. Davis,CA53,CA,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Democrat,284.43,209.429993
4/14/20,2020,BIDU,"Baidu, Inc. - American Depositary Shares, each Representing one Tenth Class A Ordinary Share",purchase,50001,100000,75001,Greg Gianforte,MT00,MT,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,100.92,211.860001
4/9/20,2020,NLOK,NortonLifeLock Inc.,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,19.37,200.860001
4/9/20,2020,WDC,Western Digital Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Electronic Components,Technology,Democrat,19.37,200.860001
4/9/20,2020,ADBE,Adobe Inc.,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,19.37,200.860001
4/9/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,19.37,200.860001
4/9/20,2020,CRM,Salesforce.com Inc,purchase,1001,15000,8001,Earl Blumenauer,OR03,OR,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,19.37,200.860001
4/8/20,2020,NLOK,NortonLifeLock Inc.,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,19.58,200.570007
4/8/20,2020,WDC,Western Digital Corporation,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,Electronic Components,Technology,Democrat,19.58,200.570007
4/8/20,2020,UPLD,"Upland Software, Inc.",purchase,15001,50000,32501,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,19.58,200.570007
4/7/20,2020,FLT,"FleetCor Technologies, Inc.",purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,210.36,196.399994
4/6/20,2020,GDDY,GoDaddy Inc. Class A,purchase,1001,15000,8001,Susie Lee,NV03,NV,FALSE,EDP Services,Technology,Democrat,58.82,196.479996
4/6/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Susan W. Brooks,IN05,IN,FALSE,Computer Manufacturing,Technology,Republican,58.82,196.479996
4/6/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Susan W. Brooks,IN05,IN,FALSE,Computer Software: Prepackaged Software,Technology,Republican,58.82,196.479996
4/6/20,2020,QCOM,QUALCOMM Incorporated,purchase,1001,15000,8001,Susan W. Brooks,IN05,IN,FALSE,Radio And Television Broadcasting And Communications Equipment,Technology,Republican,58.82,196.479996
4/6/20,2020,UPLD,"Upland Software, Inc.",purchase,15001,50000,32501,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,58.82,196.479996
4/3/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,1092.7,183.369995
4/3/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,1092.7,183.369995
4/3/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Computer Manufacturing,Technology,Democrat,1092.7,183.369995
4/3/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Katherine M. Clark,MA05,MA,FALSE,Computer Manufacturing,Technology,Democrat,1092.7,183.369995
4/3/20,2020,SSNC,"SS&C Technologies Holdings, Inc.",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,1092.7,183.369995
4/2/20,2020,SSNC,"SS&C Technologies Holdings, Inc.",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,40.96,186.009995
4/2/20,2020,UPLD,"Upland Software, Inc.",purchase,50001,100000,75001,Greg Gianforte,MT00,MT,FALSE,EDP Services,Technology,Republican,40.96,186.009995
4/2/20,2020,AMD,"Advanced Micro Devices, Inc.",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Semiconductors,Technology,Democrat,40.96,186.009995
4/2/20,2020,GOOG,Alphabet Inc. - Class C Capital Stock,purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,40.96,186.009995
4/2/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Computer Manufacturing,Technology,Democrat,40.96,186.009995
4/2/20,2020,ADSK,"Autodesk, Inc.",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,40.96,186.009995
4/2/20,2020,CTXS,"Citrix Systems, Inc.",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,40.96,186.009995
4/2/20,2020,NOW,"ServiceNow, Inc.",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,40.96,186.009995
4/2/20,2020,URI,"United Rentals, Inc.",purchase,1001,15000,8001,Dean Phillips,MN03,MN,FALSE,Diversified Commercial Services,Technology,Democrat,40.96,186.009995
3/31/20,2020,MSFT,Microsoft Corporation,purchase,1001,15000,8001,Suzan K. DelBene,WA01,WA,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,157.71,190.399994
3/27/20,2020,ATVI,"Activision Blizzard, Inc",purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Computer Software: Prepackaged Software,Technology,Republican,56.96,185.300003
3/27/20,2020,ADBE,Adobe Inc.,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Computer Software: Prepackaged Software,Technology,Republican,56.96,185.300003
3/27/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,15001,50000,32501,John Curtis,UT03,UT,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,56.96,185.300003
3/27/20,2020,AAPL,Apple Inc.,purchase,15001,50000,32501,John Curtis,UT03,UT,FALSE,Computer Manufacturing,Technology,Republican,56.96,185.300003
3/27/20,2020,AMAT,"Applied Materials, Inc.",purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Semiconductors,Technology,Republican,56.96,185.300003
3/27/20,2020,FB,"Facebook, Inc. - Class A",purchase,15001,50000,32501,John Curtis,UT03,UT,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,56.96,185.300003
3/27/20,2020,INTC,Intel Corporation,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Semiconductors,Technology,Republican,56.96,185.300003
3/27/20,2020,LRCX,Lam Research Corporation,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Industrial Machinery/Components,Technology,Republican,56.96,185.300003
3/27/20,2020,MSFT,Microsoft Corporation,purchase,15001,50000,32501,John Curtis,UT03,UT,FALSE,Computer Software: Prepackaged Software,Technology,Republican,56.96,185.300003
3/27/20,2020,NVDA,NVIDIA Corporation,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Semiconductors,Technology,Republican,56.96,185.300003
3/27/20,2020,CRM,Salesforce.com Inc,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Computer Software: Prepackaged Software,Technology,Republican,56.96,185.300003
3/27/20,2020,TXN,Texas Instruments Incorporated,purchase,1001,15000,8001,John Curtis,UT03,UT,FALSE,Semiconductors,Technology,Republican,56.96,185.300003
3/26/20,2020,CACI,"CACI International, Inc. Class A",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,217.15,191.899994
3/26/20,2020,SSNC,"SS&C Technologies Holdings, Inc.",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,217.15,191.899994
3/26/20,2020,MSFT,Microsoft Corporation,purchase,250001,500000,375001,Kevin Hern,OK01,OK,FALSE,Computer Software: Prepackaged Software,Technology,Republican,217.15,191.899994
3/26/20,2020,TXN,Texas Instruments Incorporated,purchase,100001,250000,175001,Kevin Hern,OK01,OK,FALSE,Semiconductors,Technology,Republican,217.15,191.899994
3/26/20,2020,SQ,"Square, Inc. Class A",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,217.15,191.899994
3/24/20,2020,CACI,"CACI International, Inc. Class A",purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,EDP Services,Technology,Democrat,197.65,183.660004
3/24/20,2020,MSFT,Microsoft Corporation,purchase,50001,100000,75001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,197.65,183.660004
3/23/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Manufacturing,Technology,Democrat,224.37,170.460007
3/23/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,15001,50000,32501,David B. McKinley,WV01,WV,FALSE,"Computer Software: Programming, Data Processing",Technology,Republican,224.37,170.460007
3/23/20,2020,CACI,"CACI International, Inc. Class A",purchase,15001,50000,32501,David B. McKinley,WV01,WV,FALSE,EDP Services,Technology,Republican,224.37,170.460007
3/20/20,2020,AAPL,Apple Inc.,purchase,1001,15000,8001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Manufacturing,Technology,Democrat,229.24,170.699997
3/20/20,2020,MSFT,Microsoft Corporation,purchase,50001,100000,75001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,229.24,170.699997
3/20/20,2020,MSFT,Microsoft Corporation,purchase,100001,250000,175001,Josh Gottheimer,NJ05,NJ,FALSE,Computer Software: Prepackaged Software,Technology,Democrat,229.24,170.699997
3/20/20,2020,EVBG,Everbridge Inc,purchase,1001,15000,8001,Tom Malinowski,NJ07,NJ,FALSE,Retail: Computer Software & Peripheral Equipment,Technology,Democrat,229.24,170.699997
3/18/20,2020,AAPL,Apple,purchase,1001,15000,8001,James Comer,KY01,KY,FALSE,Computer Manufacturing,Technology,Republican,246.67,176.600006
3/18/20,2020,GOOGL,Alphabet Inc. - Class A,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,"Computer Software: Programming, Data Processing",Technology,Democrat,246.67,176.600006
3/18/20,2020,TEAM,Atlassian Corporation Plc - Class A Ordinary Shares,purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,246.67,176.600006
3/18/20,2020,FLT,"FleetCor Technologies, Inc.",purchase,1001,15000,8001,Gilbert Cisneros,CA39,CA,FALSE,EDP Services,Technology,Democrat,246.67,176.600006
